airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-05-24,Delhi,Cochin,23:05:00,04:25:00,1760,2,No Info,16704
Multiple Carriers,2019-03-21,Delhi,Cochin,10:00:00,21:00:00,660,1,In-flight meal not included,8085
Jet Airways,2019-03-03,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,No Info,5678
Jet Airways,2019-04-09,Delhi,Cochin,17:30:00,12:35:00,1145,1,No Info,11822
Jet Airways,2019-06-01,Delhi,Cochin,11:40:00,19:00:00,440,2,No Info,18804
Air India,2019-06-06,Kolkata,Banglore,10:00:00,05:25:00,1165,2,No Info,13007
Air India,2019-06-06,Delhi,Cochin,12:00:00,07:40:00,1180,2,No Info,8603
Multiple Carriers,2019-06-03,Delhi,Cochin,07:30:00,19:15:00,705,1,No Info,9736
Jet Airways,2019-03-27,Delhi,Cochin,19:15:00,04:25:00,550,1,No Info,12242
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,20:40:00,1495,1,In-flight meal not included,10031
Indigo,2019-06-15,Kolkata,Banglore,14:25:00,16:55:00,150,0,No Info,4804
Jet Airways,2019-05-09,Kolkata,Banglore,08:25:00,16:20:00,475,1,No Info,13941
Vistara,2019-03-24,Banglore,Delhi,19:40:00,22:20:00,160,0,No Info,4563
Jet Airways,2019-05-12,Kolkata,Banglore,16:30:00,09:20:00,1010,1,In-flight meal not included,9663
Indigo,2019-06-03,Banglore,Delhi,08:30:00,11:20:00,170,0,No Info,4823
Jet Airways,2019-06-09,Delhi,Cochin,20:55:00,04:25:00,450,1,No Info,14924
Spicejet,2019-03-12,Chennai,Kolkata,08:20:00,10:35:00,135,0,No Info,6300
Indigo,2019-05-27,Delhi,Cochin,05:05:00,16:10:00,665,1,No Info,6600
Jet Airways,2019-06-12,Delhi,Cochin,12:15:00,12:35:00,1460,2,No Info,14300
Jet Airways,2019-06-09,Kolkata,Banglore,17:00:00,22:05:00,1745,1,No Info,12692
Indigo,2019-04-27,Delhi,Cochin,02:00:00,07:25:00,325,1,No Info,5796
Vistara,2019-05-24,Banglore,Delhi,19:30:00,22:15:00,165,0,No Info,5823
Spicejet,2019-03-18,Banglore,Delhi,20:30:00,23:20:00,170,0,No check-in baggage included,4273
Jet Airways,2019-06-06,Delhi,Cochin,20:55:00,04:25:00,450,1,In-flight meal not included,10262
Air Asia,2019-06-06,Kolkata,Banglore,07:35:00,23:30:00,955,1,No Info,6810
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,10:05:00,1200,1,In-flight meal not included,7757
Spicejet,2019-05-18,Chennai,Kolkata,08:20:00,10:35:00,135,0,No Info,3597
Air India,2019-06-09,Kolkata,Banglore,05:50:00,23:15:00,1045,2,No Info,12723
Jet Airways,2019-06-09,Kolkata,Banglore,08:25:00,19:50:00,685,1,In-flight meal not included,10844
Vistara,2019-05-21,Chennai,Kolkata,07:05:00,09:20:00,135,0,No Info,3687
Jet Airways,2019-03-06,Delhi,Cochin,05:30:00,19:45:00,2295,2,In-flight meal not included,15864
Multiple Carriers,2019-06-27,Delhi,Cochin,04:55:00,19:00:00,845,1,No Info,10678
Jet Airways,2019-03-01,Banglore,Delhi,08:00:00,15:15:00,435,1,No Info,22270
Air India,2019-03-03,Banglore,Delhi,17:25:00,08:45:00,920,2,No Info,11570
Jet Airways,2019-03-18,Banglore,Delhi,05:45:00,13:15:00,450,1,No Info,12284
Air Asia,2019-05-01,Kolkata,Banglore,22:40:00,10:40:00,720,1,No Info,5192
Air India,2019-05-01,Kolkata,Banglore,19:00:00,11:05:00,965,1,No Info,6117
Air India,2019-06-24,Delhi,Cochin,17:20:00,09:25:00,965,1,No Info,7480
Jet Airways,2019-06-06,Delhi,Cochin,22:50:00,04:25:00,335,1,No Info,14714
Jet Airways,2019-03-06,Banglore,Delhi,21:25:00,10:25:00,780,1,No Info,17261
Air India,2019-05-18,Mumbai,Hyderabad,06:20:00,07:40:00,80,0,No Info,3100
Goair,2019-03-03,Banglore,Delhi,20:55:00,23:50:00,175,0,No Info,7222
Air India,2019-05-15,Delhi,Cochin,05:00:00,19:15:00,2295,2,No Info,10493
Jet Airways,2019-06-15,Delhi,Cochin,05:30:00,19:00:00,810,2,In-flight meal not included,10368
Jet Airways,2019-03-21,Mumbai,Hyderabad,07:10:00,08:35:00,85,0,In-flight meal not included,4160
Indigo,2019-05-12,Banglore,Delhi,18:55:00,21:50:00,175,0,No Info,4823
Jet Airways,2019-03-09,Banglore,Delhi,08:55:00,21:20:00,745,1,In-flight meal not included,11087
Indigo,2019-05-09,Delhi,Cochin,07:30:00,21:00:00,810,1,No Info,7191
Jet Airways,2019-04-09,Delhi,Cochin,11:40:00,19:00:00,440,2,No Info,15439
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,12:00:00,1170,1,In-flight meal not included,10844
Air Asia,2019-05-27,Delhi,Cochin,07:55:00,13:25:00,330,1,No Info,6451
Jet Airways,2019-05-09,Kolkata,Banglore,21:10:00,09:20:00,730,1,In-flight meal not included,9663
Indigo,2019-04-21,Kolkata,Banglore,14:25:00,16:55:00,150,0,No Info,5644
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,20:45:00,855,1,In-flight meal not included,9663
Multiple Carriers,2019-05-09,Delhi,Cochin,08:00:00,19:00:00,660,1,No Info,10197
Air India,2019-03-06,Delhi,Cochin,06:05:00,09:25:00,1640,1,No Info,12677
Air India,2019-03-27,Delhi,Cochin,05:00:00,19:15:00,2295,2,No Info,8026
Jet Airways,2019-05-12,Kolkata,Banglore,09:35:00,21:05:00,690,1,No Info,14151
Indigo,2019-06-15,Delhi,Cochin,08:35:00,16:10:00,455,1,No Info,6442
Jet Airways,2019-06-01,Delhi,Cochin,09:40:00,04:25:00,1125,2,In-flight meal not included,10368
Air India,2019-05-21,Delhi,Cochin,05:55:00,07:40:00,1545,2,No Info,11911
Indigo,2019-06-18,Banglore,Delhi,20:00:00,22:50:00,170,0,No Info,4823
Jet Airways,2019-06-03,Delhi,Cochin,22:50:00,12:35:00,825,1,No Info,14714
Indigo,2019-03-15,Banglore,Delhi,16:15:00,20:35:00,260,1,No Info,5607
Air India,2019-03-03,Banglore,Delhi,07:30:00,10:50:00,1640,2,No Info,12074
Indigo,2019-05-15,Delhi,Cochin,07:15:00,12:30:00,315,1,No Info,5636
Air India,2019-04-01,Mumbai,Hyderabad,19:30:00,20:45:00,75,0,No Info,2050
Jet Airways,2019-06-15,Delhi,Cochin,11:00:00,14:15:00,195,0,No Info,9564
Air Asia,2019-05-01,Kolkata,Banglore,10:20:00,12:55:00,155,0,No Info,4409
Jet Airways,2019-06-24,Delhi,Cochin,22:50:00,12:35:00,825,1,In-flight meal not included,10262
Air India,2019-06-12,Kolkata,Banglore,16:45:00,08:55:00,970,2,No Info,14960
Multiple Carriers,2019-05-09,Delhi,Cochin,09:00:00,19:15:00,615,1,No Info,14323
Multiple Carriers,2019-05-15,Delhi,Cochin,06:00:00,21:00:00,900,1,No Info,7670
Indigo,2019-03-15,Banglore,Delhi,21:20:00,00:15:00,175,0,No Info,8033
Indigo,2019-06-27,Mumbai,Hyderabad,19:05:00,20:35:00,90,0,No Info,2754
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,09:20:00,1655,1,No Info,14388
Multiple Carriers,2019-03-06,Delhi,Cochin,10:20:00,18:50:00,510,1,No Info,15411
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,08:15:00,1090,1,No Info,13941
Indigo,2019-05-03,Chennai,Kolkata,11:35:00,14:00:00,145,0,No Info,4332
Jet Airways,2019-06-12,Delhi,Cochin,08:00:00,19:00:00,660,1,No Info,14924
Indigo,2019-05-21,Delhi,Cochin,23:30:00,04:35:00,305,1,No Info,8745
Indigo,2019-05-03,Banglore,Delhi,10:10:00,13:00:00,170,0,No Info,3943
Goair,2019-03-24,Banglore,Delhi,20:55:00,23:50:00,175,0,No Info,5706
Jet Airways,2019-05-12,Kolkata,Banglore,18:55:00,18:15:00,1400,1,In-flight meal not included,10844
Multiple Carriers,2019-06-27,Delhi,Cochin,14:55:00,22:30:00,455,1,In-flight meal not included,6093
Spicejet,2019-03-03,Kolkata,Banglore,17:15:00,19:45:00,150,0,No Info,6251
Air India,2019-05-01,Kolkata,Banglore,10:00:00,20:25:00,625,1,No Info,10203
Jet Airways,2019-03-06,Banglore,Delhi,11:40:00,00:45:00,785,1,No Info,14815
Indigo,2019-03-06,Kolkata,Banglore,21:25:00,00:05:00,160,0,No Info,4778
Jet Airways,2019-06-18,Banglore,Delhi,08:20:00,11:20:00,180,0,No Info,8016
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,22:35:00,510,1,No Info,14571
Multiple Carriers,2019-03-21,Delhi,Cochin,08:00:00,15:30:00,450,1,No Info,8307
Spicejet,2019-03-27,Kolkata,Banglore,17:15:00,19:45:00,150,0,No Info,3847
Multiple Carriers,2019-06-24,Delhi,Cochin,10:20:00,19:15:00,535,1,In-flight meal not included,7268
Jet Airways,2019-04-03,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,No Info,8040
Indigo,2019-06-03,Kolkata,Banglore,04:40:00,07:15:00,155,0,No Info,5224
Air India,2019-05-09,Kolkata,Banglore,09:25:00,07:55:00,1350,1,No Info,8366
Jet Airways,2019-03-18,Banglore,Delhi,22:50:00,08:15:00,565,1,In-flight meal not included,11087
Multiple Carriers,2019-03-06,Delhi,Cochin,16:00:00,01:35:00,575,1,In-flight meal not included,15136
Air India,2019-05-21,Delhi,Cochin,13:05:00,09:25:00,1220,2,No Info,10467
Indigo,2019-06-09,Delhi,Cochin,06:40:00,21:00:00,860,1,No Info,6093
Jet Airways,2019-06-06,Delhi,Cochin,19:30:00,12:35:00,1025,2,In-flight meal not included,11733
Spicejet,2019-05-18,Mumbai,Hyderabad,05:45:00,07:15:00,90,0,No check-in baggage included,1965
Air India,2019-03-01,Banglore,Delhi,11:50:00,13:00:00,1510,1,1 Long layover,15434
Indigo,2019-03-03,Delhi,Cochin,11:30:00,21:00:00,570,1,No Info,14871
Multiple Carriers,2019-03-03,Delhi,Cochin,18:00:00,01:35:00,455,1,No Info,17703
Multiple Carriers,2019-03-21,Delhi,Cochin,14:00:00,21:00:00,420,1,No Info,13062
Jet Airways,2019-03-01,Banglore,Delhi,07:00:00,05:05:00,1325,1,No Info,26890
Goair,2019-06-27,Delhi,Cochin,07:00:00,12:55:00,355,1,No Info,5281
Multiple Carriers,2019-06-24,Delhi,Cochin,13:00:00,01:30:00,750,1,No Info,7198
Indigo,2019-05-24,Kolkata,Banglore,11:30:00,14:05:00,155,0,No Info,5224
Multiple Carriers,2019-06-01,Delhi,Cochin,08:00:00,21:00:00,780,1,No Info,13587
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,23:35:00,570,1,In-flight meal not included,9899
Jet Airways,2019-03-06,Banglore,Delhi,07:00:00,18:25:00,685,1,No Info,16736
Indigo,2019-05-18,Kolkata,Banglore,06:20:00,10:20:00,240,1,No Info,4226
Air India,2019-05-12,Chennai,Kolkata,11:40:00,13:55:00,135,0,No Info,4667
Goair,2019-05-01,Delhi,Cochin,07:25:00,13:35:00,370,1,No Info,5842
Indigo,2019-03-03,Delhi,Cochin,14:30:00,17:35:00,185,0,No Info,7673
Air India,2019-03-03,Delhi,Cochin,18:05:00,21:10:00,185,0,No Info,8666
Spicejet,2019-06-12,Kolkata,Banglore,08:35:00,17:15:00,520,1,No Info,7189
Spicejet,2019-06-06,Kolkata,Banglore,11:35:00,18:50:00,435,1,No Info,8479
Multiple Carriers,2019-06-06,Delhi,Cochin,10:20:00,19:00:00,520,1,No Info,11789
Multiple Carriers,2019-06-06,Delhi,Cochin,09:45:00,22:30:00,765,1,No Info,9646
Jet Airways,2019-05-12,Kolkata,Banglore,08:25:00,09:20:00,1495,1,In-flight meal not included,9663
Indigo,2019-03-21,Delhi,Cochin,06:40:00,16:10:00,570,1,No Info,6558
Air India,2019-05-21,Kolkata,Banglore,14:30:00,23:15:00,525,2,No Info,15107
Jet Airways,2019-03-21,Banglore,Delhi,20:35:00,10:25:00,830,1,In-flight meal not included,7832
Indigo,2019-06-15,Chennai,Kolkata,19:35:00,21:55:00,140,0,No Info,3597
Air India,2019-05-15,Mumbai,Hyderabad,19:30:00,20:45:00,75,0,No Info,3100
Jet Airways,2019-06-27,Delhi,Cochin,13:25:00,19:00:00,1775,2,No Info,12819
Indigo,2019-03-03,Mumbai,Hyderabad,09:10:00,10:40:00,90,0,No Info,5755
Jet Airways,2019-06-06,Kolkata,Banglore,06:30:00,04:40:00,1330,1,No Info,13731
Jet Airways,2019-03-06,Delhi,Cochin,19:10:00,18:50:00,2860,2,No Info,20694
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,04:40:00,1375,1,In-flight meal not included,8586
Multiple Carriers,2019-06-01,Delhi,Cochin,11:30:00,21:00:00,570,1,No Info,13587
Air India,2019-03-15,Banglore,Delhi,08:15:00,12:15:00,240,1,No Info,5013
Air India,2019-03-03,Delhi,Cochin,07:05:00,19:15:00,2170,2,No Info,11762
Goair,2019-03-09,Delhi,Cochin,06:00:00,13:20:00,440,1,No Info,8422
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,08:10:00,660,1,No Info,14231
Jet Airways,2019-05-09,Delhi,Cochin,07:05:00,12:35:00,330,1,In-flight meal not included,12373
Air India,2019-05-18,Kolkata,Banglore,16:50:00,05:35:00,765,2,No Info,11642
Indigo,2019-05-09,Delhi,Cochin,05:10:00,10:05:00,295,1,No Info,6496
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,04:40:00,875,1,In-flight meal not included,8586
Air India,2019-06-12,Kolkata,Banglore,09:10:00,13:15:00,245,1,No Info,8996
Air Asia,2019-06-01,Kolkata,Banglore,10:20:00,12:55:00,155,0,No Info,4409
Air Asia,2019-03-01,Banglore,Delhi,05:50:00,08:40:00,170,0,No Info,10715
Jet Airways,2019-05-09,Delhi,Cochin,09:40:00,12:35:00,1615,2,In-flight meal not included,13029
Indigo,2019-06-12,Kolkata,Banglore,11:30:00,14:05:00,155,0,No Info,4804
Indigo,2019-05-15,Delhi,Cochin,06:40:00,21:00:00,860,1,No Info,7191
Air India,2019-06-03,Delhi,Cochin,06:50:00,07:40:00,1490,2,No Info,13381
Air India,2019-03-06,Mumbai,Hyderabad,06:00:00,15:15:00,1995,2,No Info,14219
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,08:15:00,1545,1,No Info,13941
Spicejet,2019-05-12,Banglore,Delhi,09:30:00,12:20:00,170,0,No Info,4423
Vistara,2019-03-06,Mumbai,Hyderabad,20:55:00,16:45:00,1190,1,No Info,12395
Multiple Carriers,2019-03-06,Delhi,Cochin,09:55:00,21:00:00,665,1,In-flight meal not included,15136
Vistara,2019-05-09,Kolkata,Banglore,17:00:00,10:45:00,1065,1,No Info,8452
Multiple Carriers,2019-05-27,Delhi,Cochin,07:30:00,19:00:00,690,1,No Info,9315
Jet Airways,2019-05-27,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,In-flight meal not included,4995
Jet Airways,2019-03-03,Delhi,Cochin,05:40:00,18:50:00,2230,2,No Info,21314
Vistara,2019-04-27,Banglore,Delhi,21:00:00,23:50:00,170,0,No Info,5403
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,23:35:00,570,1,No Info,14781
Indigo,2019-06-27,Mumbai,Hyderabad,02:35:00,04:05:00,90,0,No Info,2754
Spicejet,2019-06-21,Kolkata,Banglore,09:00:00,11:25:00,145,0,No check-in baggage included,3841
Jet Airways,2019-05-06,Kolkata,Banglore,21:10:00,09:20:00,730,1,No Info,14388
Indigo,2019-04-12,Banglore,Delhi,08:30:00,11:20:00,170,0,No Info,4823
Jet Airways,2019-03-18,Mumbai,Hyderabad,02:55:00,04:25:00,90,0,No Info,5678
Indigo,2019-05-21,Chennai,Kolkata,19:35:00,21:55:00,140,0,No Info,3597
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,18:15:00,1335,1,In-flight meal not included,10844
Spicejet,2019-05-12,Banglore,Delhi,05:55:00,08:35:00,160,0,No Info,3311
Spicejet,2019-06-09,Kolkata,Banglore,09:00:00,11:25:00,145,0,No check-in baggage included,3841
Spicejet,2019-05-01,Chennai,Kolkata,17:45:00,20:05:00,140,0,No check-in baggage included,3543
Multiple Carriers,2019-03-21,Delhi,Cochin,06:00:00,13:20:00,440,1,No Info,11269
Multiple Carriers,2019-06-15,Delhi,Cochin,06:40:00,19:15:00,755,1,No Info,8614
Goair,2019-05-01,Kolkata,Banglore,23:30:00,07:45:00,495,1,No Info,6686
Indigo,2019-06-21,Mumbai,Hyderabad,21:20:00,22:50:00,90,0,No Info,2227
Air Asia,2019-05-01,Banglore,Delhi,04:55:00,07:45:00,170,0,No Info,4282
Jet Airways,2019-05-15,Kolkata,Banglore,17:00:00,10:55:00,1075,1,No Info,14151
Air India,2019-03-09,Banglore,Delhi,22:00:00,13:20:00,920,1,No Info,8425
Jet Airways,2019-05-06,Kolkata,Banglore,09:35:00,22:05:00,750,1,In-flight meal not included,10703
Jet Airways,2019-05-21,Kolkata,Banglore,20:00:00,23:35:00,1655,1,In-flight meal not included,10844
Indigo,2019-06-21,Chennai,Kolkata,22:05:00,00:25:00,140,0,No Info,5277
Multiple Carriers,2019-06-12,Delhi,Cochin,10:00:00,01:30:00,930,1,No Info,13377
Jet Airways,2019-05-21,Kolkata,Banglore,16:30:00,23:35:00,425,1,No Info,14781
Jet Airways,2019-05-27,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,In-flight meal not included,4050
Indigo,2019-06-09,Kolkata,Banglore,21:25:00,00:05:00,160,0,No Info,4804
Jet Airways,2019-05-18,Delhi,Cochin,10:00:00,19:00:00,540,1,No Info,15554
Multiple Carriers,2019-05-27,Delhi,Cochin,06:40:00,19:00:00,740,1,No Info,9315
Jet Airways,2019-05-27,Delhi,Cochin,07:05:00,12:35:00,330,1,In-flight meal not included,12898
Jet Airways,2019-05-21,Kolkata,Banglore,21:10:00,18:15:00,1265,1,In-flight meal not included,10844
Jet Airways,2019-05-09,Delhi,Cochin,09:40:00,12:35:00,1615,2,No Info,15129
Jet Airways,2019-03-03,Delhi,Cochin,05:25:00,04:25:00,1380,2,No Info,18799
Air India,2019-03-15,Mumbai,Hyderabad,19:30:00,20:45:00,75,0,No Info,3100
Vistara,2019-03-09,Banglore,Delhi,09:50:00,12:35:00,165,0,No Info,7240
Jet Airways,2019-05-03,Banglore,Delhi,08:20:00,11:20:00,180,0,In-flight meal not included,5198
Jet Airways,2019-06-27,Delhi,Cochin,23:05:00,19:00:00,1195,2,In-flight meal not included,11150
Jet Airways,2019-05-01,Kolkata,Banglore,09:35:00,21:05:00,690,1,In-flight meal not included,12384
Air Asia,2019-06-12,Kolkata,Banglore,10:20:00,12:55:00,155,0,No Info,3807
Jet Airways,2019-06-27,Delhi,Cochin,11:00:00,14:15:00,195,0,In-flight meal not included,7202
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,12:00:00,375,1,In-flight meal not included,8586
Air India,2019-03-24,Kolkata,Banglore,20:45:00,23:20:00,155,0,No Info,31945
Air India,2019-06-09,Kolkata,Banglore,20:30:00,20:25:00,1435,1,No Info,10203
Spicejet,2019-06-21,Banglore,Delhi,09:30:00,12:20:00,170,0,No Info,3625
Indigo,2019-05-15,Banglore,Delhi,20:00:00,22:50:00,170,0,No Info,4823
Air India,2019-04-01,Banglore,Delhi,21:05:00,23:55:00,170,0,No Info,4441
Jet Airways,2019-03-12,Banglore,Delhi,16:55:00,08:15:00,920,1,No Info,13817
Jet Airways,2019-03-21,Delhi,Cochin,16:00:00,18:50:00,1610,1,In-flight meal not included,5963
Multiple Carriers,2019-06-27,Delhi,Cochin,17:50:00,01:30:00,460,2,No Info,18275
Indigo,2019-06-01,Banglore,Delhi,06:05:00,08:50:00,165,0,No Info,3943
Vistara,2019-05-12,Banglore,Delhi,17:00:00,19:35:00,155,0,No Info,4878
Spicejet,2019-05-21,Mumbai,Hyderabad,13:15:00,14:45:00,90,0,No check-in baggage included,1965
Jet Airways,2019-05-21,Kolkata,Banglore,21:10:00,22:35:00,1525,1,In-flight meal not included,10844
Air India,2019-03-24,Mumbai,Hyderabad,06:20:00,07:40:00,80,0,No Info,2575
Indigo,2019-06-06,Kolkata,Banglore,04:40:00,07:15:00,155,0,No Info,4804
Multiple Carriers,2019-06-27,Delhi,Cochin,13:15:00,22:30:00,555,1,No Info,8018
Jet Airways,2019-06-09,Delhi,Cochin,14:35:00,12:35:00,1320,2,No Info,13376
Indigo,2019-06-03,Delhi,Cochin,02:00:00,07:45:00,345,1,No Info,6386
Vistara,2019-06-06,Kolkata,Banglore,17:00:00,09:05:00,965,1,No Info,8452
Jet Airways,2019-05-09,Delhi,Cochin,07:05:00,04:25:00,1280,1,In-flight meal not included,12373
Air India,2019-06-03,Delhi,Cochin,13:00:00,19:15:00,375,1,No Info,8372
Multiple Carriers,2019-05-27,Delhi,Cochin,11:40:00,19:15:00,455,1,No Info,9316
Indigo,2019-06-09,Kolkata,Banglore,17:35:00,22:15:00,280,1,No Info,5699
Air India,2019-05-18,Kolkata,Banglore,09:25:00,18:30:00,545,1,No Info,8576
Indigo,2019-05-03,Banglore,Delhi,06:05:00,08:50:00,165,0,No Info,3943
Jet Airways,2019-06-12,Kolkata,Banglore,08:25:00,18:15:00,590,1,No Info,13626
Goair,2019-03-27,Delhi,Cochin,14:10:00,19:20:00,310,1,No Info,10188
Jet Airways,2019-06-06,Delhi,Cochin,15:00:00,19:00:00,1680,1,In-flight meal not included,10262
Jet Airways,2019-06-09,Kolkata,Banglore,06:30:00,12:00:00,330,1,No Info,14571
Spicejet,2019-05-03,Chennai,Kolkata,17:45:00,20:05:00,140,0,No Info,3597
Air India,2019-06-09,Kolkata,Banglore,09:50:00,12:30:00,1600,2,No Info,14960
Air India,2019-04-06,Delhi,Cochin,17:40:00,23:00:00,320,1,No Info,5232
Indigo,2019-05-09,Kolkata,Banglore,22:15:00,00:50:00,155,0,No Info,4804
Vistara,2019-06-09,Kolkata,Banglore,20:20:00,10:45:00,865,1,No Info,9397
Air India,2019-05-09,Delhi,Cochin,07:05:00,09:25:00,1580,2,No Info,9347
Multiple Carriers,2019-05-18,Delhi,Cochin,10:35:00,19:15:00,520,1,No Info,8309
Multiple Carriers,2019-03-21,Delhi,Cochin,14:00:00,01:35:00,695,1,No Info,13542
Indigo,2019-04-15,Kolkata,Banglore,15:15:00,20:05:00,290,1,No Info,4775
Multiple Carriers,2019-06-01,Delhi,Cochin,03:50:00,19:00:00,910,1,No Info,12192
Air Asia,2019-06-15,Delhi,Cochin,07:55:00,22:25:00,870,1,No Info,6253
Air Asia,2019-03-06,Kolkata,Banglore,10:20:00,12:55:00,155,0,No Info,4384
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,16:20:00,1220,1,No Info,12681
Jet Airways,2019-04-21,Banglore,Delhi,19:50:00,22:50:00,180,0,In-flight meal not included,4544
Jet Airways,2019-03-09,Delhi,Cochin,19:45:00,04:25:00,520,1,In-flight meal not included,11848
Air India,2019-05-15,Delhi,Cochin,08:00:00,19:15:00,675,1,No Info,8372
Jet Airways,2019-05-21,Kolkata,Banglore,14:05:00,10:05:00,1200,1,In-flight meal not included,9663
Indigo,2019-04-18,Banglore,Delhi,01:30:00,04:15:00,165,0,No Info,4591
Multiple Carriers,2019-03-03,Delhi,Cochin,06:40:00,18:50:00,730,1,No Info,15135
Indigo,2019-04-15,Kolkata,Banglore,15:15:00,20:30:00,315,1,No Info,4775
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,19:50:00,800,1,No Info,13626
Spicejet,2019-03-24,Mumbai,Hyderabad,13:10:00,14:30:00,80,0,No Info,2753
Jet Airways,2019-06-03,Delhi,Cochin,17:30:00,04:25:00,655,1,In-flight meal not included,10262
Multiple Carriers,2019-06-03,Delhi,Cochin,12:50:00,01:30:00,760,1,No Info,7530
Indigo,2019-05-01,Kolkata,Banglore,19:35:00,23:15:00,220,1,No Info,4226
Air India,2019-06-15,Delhi,Cochin,05:10:00,08:00:00,170,0,No Info,5201
Air India,2019-06-15,Delhi,Cochin,10:00:00,19:15:00,555,1,No Info,11241
Jet Airways,2019-05-15,Kolkata,Banglore,20:25:00,09:45:00,800,1,In-flight meal not included,12384
Indigo,2019-05-21,Delhi,Cochin,17:05:00,22:15:00,310,1,No Info,6147
Air India,2019-06-09,Kolkata,Banglore,09:25:00,01:20:00,955,2,No Info,11668
Jet Airways,2019-06-09,Delhi,Cochin,16:00:00,19:00:00,1620,1,In-flight meal not included,10577
Jet Airways,2019-06-09,Delhi,Cochin,19:30:00,12:35:00,1025,2,In-flight meal not included,10368
Indigo,2019-06-12,Chennai,Kolkata,13:15:00,15:35:00,140,0,No Info,3597
Multiple Carriers,2019-06-12,Delhi,Cochin,12:50:00,21:00:00,490,1,No Info,7005
Air Asia,2019-05-18,Delhi,Cochin,20:45:00,07:10:00,625,1,No Info,7452
Air India,2019-03-06,Mumbai,Hyderabad,11:35:00,19:25:00,1910,2,No Info,17926
Spicejet,2019-03-27,Chennai,Kolkata,17:45:00,20:05:00,140,0,No check-in baggage included,3332
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,08:10:00,745,1,No Info,14231
Air Asia,2019-06-15,Kolkata,Banglore,22:50:00,01:20:00,150,0,No Info,3807
Air India,2019-06-09,Delhi,Cochin,17:40:00,23:00:00,320,1,No Info,7384
Multiple Carriers,2019-05-27,Delhi,Cochin,13:00:00,01:30:00,750,1,No Info,13377
Jet Airways,2019-03-09,Delhi,Cochin,08:00:00,04:25:00,1225,1,No Info,17549
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,12:00:00,330,1,No Info,14388
Indigo,2019-05-27,Chennai,Kolkata,07:55:00,10:15:00,140,0,No Info,3850
Air India,2019-05-18,Delhi,Cochin,21:00:00,07:40:00,640,1,No Info,8372
Jet Airways,2019-06-09,Banglore,Delhi,18:55:00,22:00:00,185,0,In-flight meal not included,7229
Indigo,2019-06-12,Kolkata,Banglore,14:25:00,16:55:00,150,0,No Info,4804
Multiple Carriers,2019-06-24,Delhi,Cochin,14:00:00,01:30:00,690,1,No Info,13377
Air India,2019-05-09,Kolkata,Banglore,09:50:00,21:05:00,675,1,No Info,7452
Indigo,2019-03-03,Mumbai,Hyderabad,19:05:00,20:30:00,85,0,No Info,5755
Indigo,2019-06-06,Delhi,Cochin,06:50:00,22:30:00,940,1,No Info,6674
Multiple Carriers,2019-05-21,Delhi,Cochin,14:55:00,00:55:00,600,1,No Info,6878
Goair,2019-03-24,Banglore,Delhi,07:45:00,10:40:00,175,0,No Info,3898
Indigo,2019-05-24,Kolkata,Banglore,04:40:00,07:15:00,155,0,No Info,4804
